image_path,serial_number,qr_code_path,is_real
/content/drive/MyDrive/dataset/clean_fake_faces/hard_99_1111.jpg,0008191749,qr_codes/qr_0008191749.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_106_0011.jpg,1395321226,qr_codes/qr_1395321226.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_101_0010.jpg,5713271763,qr_codes/qr_5713271763.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_100_1111.jpg,1330112668,qr_codes/qr_1330112668.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_102_0101.jpg,5895254112,qr_codes/qr_5895254112.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_103_1111.jpg,4427703691,qr_codes/qr_4427703691.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_107_1011.jpg,8837379143,qr_codes/qr_8837379143.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_104_1000.jpg,8572611728,qr_codes/qr_8572611728.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_119_0011.jpg,2838318075,qr_codes/qr_2838318075.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_132_0110.jpg,9499997782,qr_codes/qr_9499997782.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_10_0001.jpg,9681587926,qr_codes/qr_9681587926.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_128_0111.jpg,3543885726,qr_codes/qr_3543885726.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_105_1100.jpg,0463838503,qr_codes/qr_0463838503.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_124_1110.jpg,5784152143,qr_codes/qr_5784152143.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_133_1100.jpg,8833182897,qr_codes/qr_8833182897.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_134_0001.jpg,8200479470,qr_codes/qr_8200479470.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_112_1001.jpg,0644854675,qr_codes/qr_0644854675.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_126_0111.jpg,8454713692,qr_codes/qr_8454713692.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_118_1111.jpg,5014996073,qr_codes/qr_5014996073.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_111_1101.jpg,1122752586,qr_codes/qr_1122752586.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_127_0001.jpg,4244264206,qr_codes/qr_4244264206.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_215_1111.jpg,9126983237,qr_codes/qr_9126983237.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_11_1111.jpg,1964227612,qr_codes/qr_1964227612.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_207_1000.jpg,7667725364,qr_codes/qr_7667725364.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_26_1100.jpg,1214048775,qr_codes/qr_1214048775.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_123_0100.jpg,8898444960,qr_codes/qr_8898444960.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_145_1000.jpg,5180618644,qr_codes/qr_5180618644.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_120_0011.jpg,4569634336,qr_codes/qr_4569634336.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_108_1111.jpg,7623338489,qr_codes/qr_7623338489.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_174_1110.jpg,1385773494,qr_codes/qr_1385773494.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_143_0011.jpg,6993574353,qr_codes/qr_6993574353.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_141_0111.jpg,9128023781,qr_codes/qr_9128023781.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_183_1111.jpg,8998711524,qr_codes/qr_8998711524.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_137_0001.jpg,3143757391,qr_codes/qr_3143757391.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_110_0001.jpg,1649194962,qr_codes/qr_1649194962.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_148_0011.jpg,7655002950,qr_codes/qr_7655002950.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_190_0101.jpg,9495733010,qr_codes/qr_9495733010.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_16_1111.jpg,1184166822,qr_codes/qr_1184166822.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_121_0011.jpg,7443498019,qr_codes/qr_7443498019.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_177_1010.jpg,0329137375,qr_codes/qr_0329137375.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_146_1110.jpg,6932064724,qr_codes/qr_6932064724.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_139_0110.jpg,0006471955,qr_codes/qr_0006471955.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_162_0001.jpg,6058709133,qr_codes/qr_6058709133.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_237_0011.jpg,8372944045,qr_codes/qr_8372944045.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_236_1100.jpg,3512981942,qr_codes/qr_3512981942.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_147_1110.jpg,2942219819,qr_codes/qr_2942219819.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_170_0010.jpg,3196917173,qr_codes/qr_3196917173.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_116_111.jpg,6705459231,qr_codes/qr_6705459231.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_135_0011.jpg,7881055936,qr_codes/qr_7881055936.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_226_1111.jpg,5673250669,qr_codes/qr_5673250669.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_15_0011.jpg,9168132817,qr_codes/qr_9168132817.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_13_1010.jpg,0581686602,qr_codes/qr_0581686602.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_219_1101.jpg,2126368079,qr_codes/qr_2126368079.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_171_1100.jpg,9148830920,qr_codes/qr_9148830920.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_163_1001.jpg,2920999649,qr_codes/qr_2920999649.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_136_0111.jpg,5468035743,qr_codes/qr_5468035743.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_158_0011.jpg,3445527890,qr_codes/qr_3445527890.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_138_0101.jpg,4202538166,qr_codes/qr_4202538166.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_238_1111.jpg,2178961533,qr_codes/qr_2178961533.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_184_0110.jpg,5036607261,qr_codes/qr_5036607261.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_239_1110.jpg,0303356985,qr_codes/qr_0303356985.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_24_0011.jpg,6873891148,qr_codes/qr_6873891148.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_115_0010.jpg,8835561236,qr_codes/qr_8835561236.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_22_1010.jpg,3088111272,qr_codes/qr_3088111272.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_204_0101.jpg,5630633178,qr_codes/qr_5630633178.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_114_1110.jpg,5535804250,qr_codes/qr_5535804250.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_157_1110.jpg,9875054741,qr_codes/qr_9875054741.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_159_1111.jpg,9941157345,qr_codes/qr_9941157345.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_202_0011.jpg,5757980980,qr_codes/qr_5757980980.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_122_1011.jpg,0541782188,qr_codes/qr_0541782188.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_235_1111.jpg,5560614630,qr_codes/qr_5560614630.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_218_0011.jpg,3556070646,qr_codes/qr_3556070646.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_233_0010.jpg,0927959615,qr_codes/qr_0927959615.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_201_0001.jpg,2758626273,qr_codes/qr_2758626273.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_1_1110.jpg,9030794957,qr_codes/qr_9030794957.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_21_0011.jpg,6830795099,qr_codes/qr_6830795099.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_172_1001.jpg,2861182009,qr_codes/qr_2861182009.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_240_1110.jpg,5718462749,qr_codes/qr_5718462749.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_217_1111.jpg,2623095948,qr_codes/qr_2623095948.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_208_1111.jpg,6594439903,qr_codes/qr_6594439903.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_176_1000.jpg,1912214260,qr_codes/qr_1912214260.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_191_0001.jpg,2352141977,qr_codes/qr_2352141977.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_20_1111.jpg,4942339635,qr_codes/qr_4942339635.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_27_1000.jpg,5039632498,qr_codes/qr_5039632498.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_196_0010.jpg,7805484060,qr_codes/qr_7805484060.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_166_1100.jpg,7175528660,qr_codes/qr_7175528660.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_150_0011.jpg,8174338897,qr_codes/qr_8174338897.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_151_1110.jpg,2151023921,qr_codes/qr_2151023921.png,True
/content/drive/MyDrive/dataset/clean_fake_faces/easy_178_1111.jpg,1592763526,qr_codes/qr_1592763526.png,True
